Date;Object A;Type A;Object B;Type B;Direction;Color;Intensity;LatitudeA;LongitudeA;LatitudeB;LongitudeB
02.01.2018;A;Type1;B;Type1;out;black;319;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;319;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;319;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;319;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;320;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;320;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;320;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;320;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;320;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;320;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;320;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;320;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;320;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;321;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;321;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;321;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;321;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;321;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;321;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;321;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;321;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;321;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;322;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;322;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;322;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;322;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;322;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;322;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;322;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;322;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;322;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;323;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;323;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;323;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;323;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;323;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;323;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;323;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;323;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;323;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;324;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;324;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;324;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;324;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;324;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;324;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;324;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;324;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;324;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;325;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;325;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;325;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;325;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;325;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;325;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;325;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;325;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;325;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;326;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;326;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;326;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;326;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;326;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;326;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;326;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;326;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;326;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;327;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;327;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;327;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;327;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;327;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;327;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;327;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;327;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;327;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;328;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;328;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;328;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;328;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;328;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;328;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;328;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;328;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;328;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;329;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;329;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;329;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;329;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;329;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;329;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;329;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;329;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;329;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;330;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;330;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;330;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;330;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;330;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;330;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;330;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;330;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;330;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;331;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;331;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;331;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;331;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;331;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;331;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;331;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;331;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;331;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;332;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;332;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;332;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;332;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;332;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;332;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;332;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;332;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;332;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;333;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;333;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;333;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;333;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;333;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;333;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;333;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;333;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;333;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;334;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;334;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;334;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;334;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;334;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;334;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;334;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;334;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;334;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;335;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;335;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;335;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;335;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;335;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;335;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;335;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;335;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;335;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;336;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;336;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;336;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;336;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;336;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;336;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;336;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;336;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;336;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;337;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;337;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;337;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;337;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;337;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;337;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;337;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;337;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;337;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;338;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;338;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;338,6666667;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;339,1666667;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;339,6666667;60.012746;30.394991;60.018848;30.416448
01.01.2018;B;Type1;C;Type2;in;#00008B;5;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;5;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;5;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;5;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;5;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;5;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;5;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;5;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;5;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;6;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;6;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;6;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;6;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;6;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;6;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;6;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;6;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;6;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;7;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;7;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;7;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;7;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;7;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;7;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;7;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;7;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;7;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;8;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;8;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;8;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;8;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;8;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;8;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;8;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;8;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;8;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;9;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;9;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;9;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;9;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;9;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;9;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;9;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;9;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;9;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;10;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;10;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;10;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;10;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;10;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;10;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;10;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;10;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;10;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;11;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;11;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;11;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;11;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;11;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;11;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;11;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;11;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;11;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;12;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;12;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;12;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;12;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;12;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;12;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;12;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;12;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;12;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;13;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;13;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;13;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;13;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;13;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;13;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;13;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;13;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;13;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;14;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;14;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;14;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;14;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;14;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;14;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;14;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;14;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;14;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;15;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;15;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;15;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;15;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;15;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;15;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;15;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;15;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;15;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;16;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;16;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;16;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;16;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;16;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;16;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;16;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;16;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;16;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;17;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;17;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;17;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;17;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;17;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;17;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;17;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;17;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;17;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;18;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;18;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;18;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;18;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;18;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;18;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;18;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;18;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;18;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;19;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;19;60.012746;30.394991;60.018848;30.416448
02.01.2018;A;Type1;B;Type1;out;black;19;60.018848;30.416448;60.023898;30.406769
01.01.2018;B;Type1;C;Type2;in;#00008B;19;60.023898;30.406769;60.015158;30.391641
01.01.2018;A;Type1;B;Type1;out;red;19;60.012746;30.394991;60.018848;30.416448
